id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
36299054,CLEAN and Spacious Suite in West Seattle,157521745,Matt,Delridge,Riverview,47.54022,-122.35204,Entire home/apt,174,30,74,2022-01-19,2.06,1,24,12,STR-OPLI-19-002284
37640654,One Bedroom Apartment 3 blocks from UW Light Rail,244212300,Debbie,Capitol Hill,Montlake,47.64268,-122.30348,Entire home/apt,128,3,82,2022-06-08,2.43,2,46,23,STR-OPLI-19-002447
36308783,Townhome near heart of Seattle,17227730,Will,University District,University District,47.65752,-122.32196,Private room,89,30,1,2021-10-26,0.13,1,0,1,
36315824,Seattle Vacation Home: New Queen Anne - Great Location | Spacious Master Suite!,54812088,Lynne,Queen Anne,West Queen Anne,47.63573,-122.36816,Entire home/apt,477,30,25,2022-05-29,0.72,44,166,17,STR-OPLI-19-002893
37657464,Private entry suite in Magnolia farmhouse,80110815,Rebecca,Magnolia,Lawton Park,47.65221,-122.40222,Entire home/apt,60,60,12,2020-03-02,0.36,1,101,0,STR-OPLI-19-002809
37715703,Stylish & Cozy Private Cottage in Greenwood,21376171,Carrie,Other neighborhoods,Greenwood,47.69418,-122.35782,Entire home/apt,210,2,136,2022-06-06,5.45,2,36,66,STR-OPLI-19-002530
36316902,Spacious Capitol Hill Home Base,47332984,Keith,Capitol Hill,Broadway,47.61793,-122.31818,Entire home/apt,217,1,119,2022-06-13,3.32,5,115,61,STR-OPLI-19-002586
36382080,Cute Craftsman in Phinney,3381564,Toby,Other neighborhoods,Phinney Ridge,47.6793,-122.36377,Entire home/apt,175,30,5,2020-01-12,0.14,1,164,0,STR-OPLI-19-001098
36390933,Seattle Uran Village- Olympic,39834464,Vera,Cascade,Eastlake,47.64089,-122.32486,Private room,76,30,3,2021-04-14,0.09,58,365,0,STR-OPLI-19-000278
37745352,Private Cozy Cottage,55046933,Jennifer,Other neighborhoods,Wallingford,47.6537,-122.34046,Entire home/apt,178,30,39,2022-01-23,1.14,1,197,11,STR-OPLI-19-000109
36391442,Seattle Urvan Village- Rainier,39834464,Vera,Cascade,Eastlake,47.64031,-122.3235,Private room,78,30,3,2021-11-01,0.09,58,365,1,STR-OPLI-19-000298
36399180,Beautiful 2 bedroom condo in the PERFECT LOCATION,273691250,Timothy,West Seattle,Fairmount Park,47.56586,-122.37314,Entire home/apt,290,30,0,,,1,0,0,
37785517,"New Luxury Family House, Prime Location, Views",26592123,Kristina,Other neighborhoods,Greenwood,47.68334,-122.35642,Entire home/apt,795,5,3,2022-01-03,0.10,1,291,1,STR-OPLI-19-001786
36444242,Alki Rooftop Retreat,274006405,Kerri,West Seattle,Alki,47.57882,-122.40929,Entire home/apt,314,2,203,2022-06-14,5.92,1,97,56,STR-OPLI-19-000713
37803226,"Beautiful, remodeled top floor 1 bed Avail Mo-Mo",258206632,Jamie,West Seattle,Genesee,47.56714,-122.38733,Entire home/apt,115,30,0,,,2,99,0,STR-OPLI-19-001630
36450142,Gallery Garden Suite in NE Seattle,17088076,M,Lake City,Victory Heights,47.71838,-122.30531,Entire home/apt,116,3,51,2022-05-24,1.48,1,43,30,STR-OPLI-19-001216
37830153,Classic Seattle Neighborhood Apartment,282524520,Edith,West Seattle,Gatewood,47.54423,-122.38444,Entire home/apt,134,2,72,2022-06-11,2.45,1,37,37,STR-OPLI-19-000916
37854281,Cozy Seattle Room near UW and GreenLake!,88995260,Chris,Other neighborhoods,Roosevelt,47.68337,-122.31732,Private room,60,30,17,2020-11-28,0.54,1,92,0,STR-OPLI-19-001882
36480820,Charming One Bedroom - Great Location!,274293565,Sandy,Other neighborhoods,South Park,47.52455,-122.32903,Entire home/apt,89,3,56,2022-06-11,1.58,1,106,27,STR-OPLI-19-001207
37863703,Green Lake MIL - Modern Home Away From Home,286787483,Michelle,Other neighborhoods,Green Lake,47.6837,-122.34245,Entire home/apt,137,1,76,2022-06-04,2.24,1,236,47,STR-OPLI-21-000002
36491125,Seattle Downtown/Convention Center 1 bedroom 1bath,184222969,D And J,Downtown,First Hill,47.61143,-122.32862,Entire home/apt,185,4,26,2021-11-01,0.77,1,0,8,STR-OPLI-19-001451
37935442,Urban Oasis in Capitol Hill,13700761,Mariana,Capitol Hill,Stevens,47.62354,-122.30091,Entire home/apt,98,1,193,2022-06-06,5.67,2,84,115,STR-OPLI-19-001917
36512479,Private Cozy Apt near Fremont w/ balcony & grill,37289605,Georg,Queen Anne,North Queen Anne,47.64806,-122.3554,Entire home/apt,115,5,7,2022-06-14,0.20,1,0,1,STR-OPLI-20-000277
37936390,Unique Studio Cottage in South Seattle - fast WIFI,267655311,Guy,Other neighborhoods,South Park,47.52458,-122.32702,Entire home/apt,115,2,143,2022-06-12,4.21,2,113,60,STR-OPLI-19-002521
36519711,Barking Dogs,6645582,John,Other neighborhoods,Wedgwood,47.69405,-122.30236,Private room,70,30,0,,,1,0,0,STR-OPLI-20-000344
37946126,Home Away from Home in West Seattle!,144495300,C,Delridge,Roxhill,47.5363,-122.37278,Entire home/apt,102,30,14,2022-04-30,0.42,1,183,3,
36595243,Large Backyard  Cottage Retreat Near Green Lake,15880603,Colleen,Northgate,Maple Leaf,47.69514,-122.32093,Entire home/apt,120,5,40,2022-06-05,1.19,1,139,15,STR-OPLI-19-001371
37946796,Cute Comfy Pike Place Flat /w Sleeper Sofa,183583319,Alex,Downtown,Central Business District,47.60555,-122.33904,Entire home/apt,175,2,229,2022-05-30,6.76,4,23,90,STR-OPLI-19-002676
37965890,"Fantastic Studio in Seattle, Gym + Pet-Friendly",48005494,Zeus,Downtown,First Hill,47.60976,-122.32322,Entire home/apt,189,30,2,2020-10-25,0.06,97,335,0,
37966117,"Wonderful 1BR in Seattle, Gym + Pet-Friendly",48005494,Zeus,Downtown,First Hill,47.60936,-122.32321,Entire home/apt,207,30,4,2022-05-31,0.19,97,365,1,
37966861,"Fantastic 1BR in Seattle, Gym + Pet-Friendly",48005494,Zeus,Downtown,First Hill,47.6111,-122.32381,Entire home/apt,198,30,6,2021-06-30,0.20,97,305,1,
36603045,Stunning Capitol Hill View Apartment,275133079,Dan,Capitol Hill,Broadway,47.61985,-122.31413,Entire home/apt,153,1,360,2022-06-11,10.28,1,90,139,STR-OPLI-19-000698
37972938,"Kraken Cabin - Excellent Views, Location",14860162,Jenn,Queen Anne,Lower Queen Anne,47.62063,-122.35761,Entire home/apt,166,2,18,2022-05-28,2.44,1,76,18,STR-OPLI-20-000061
36607757,"Contemporary, Bright Flat in South Seattle",6555745,Drew,Beacon Hill,Mid-Beacon Hill,47.54325,-122.28732,Entire home/apt,92,7,18,2022-05-23,0.51,2,25,5,STR-OPLI-19-000091
36607801,Spacious Wallingford House with Lake Union Views,275083908,Danae,Other neighborhoods,Wallingford,47.64939,-122.33209,Entire home/apt,554,2,96,2022-06-13,2.71,1,11,36,STR-OPLI-19-001829
37992329,"Modern 1BR in Seattle, Gym + Pet-Friendly",48005494,Zeus,Downtown,First Hill,47.61072,-122.32487,Entire home/apt,191,30,3,2022-01-27,0.11,97,298,1,
36608970,Sophisticated Home with Breathtaking City Views,28420265,Sherry,Central Area,Atlantic,47.58688,-122.30059,Entire home/apt,405,2,94,2022-05-31,2.68,30,55,53,STR-OPLI-19-000839
36634976,Woodside Suite: relax amid sea breezes,275357383,Michelle,West Seattle,Gatewood,47.53898,-122.3881,Entire home/apt,96,30,86,2022-05-31,2.51,1,93,26,STR-OPLI-19-001018
37993850,Entire 1 Bedroom Apt @ Belltown/Downtown,287464918,Logan,Downtown,Belltown,47.61446,-122.34176,Entire home/apt,158,1,23,2022-05-11,0.71,1,0,11,STR-OPLI-19-001303
36638018,Stylish Modern Apartment in Heart of West Seattle,26969202,Wesley,West Seattle,Seaview,47.55539,-122.39429,Entire home/apt,146,2,45,2022-06-12,1.29,1,12,27,STR-OPLI-19-001339
37997087,Greenwood Getaway,112460997,Salina,Other neighborhoods,Greenwood,47.69732,-122.35516,Entire home/apt,290,2,84,2022-06-06,2.51,1,117,46,STR-OPLI-19-003421
36641702,South Lake Union Retreat,158313246,Sam,Cascade,Westlake,47.63345,-122.34046,Entire home/apt,90,30,10,2020-02-08,0.28,1,0,0,731255
38020471,Art Gallery in a Wonderful Day Spa,7942852,Jeff,Other neighborhoods,Industrial District,47.57484,-122.32175,Entire home/apt,1000,30,0,,,1,287,0,
36642294,"Cozy Crown Hill Carkeek Cottage w/3 Beds, Backyard",54660,Dennis,Other neighborhoods,Crown Hill,47.70072,-122.37031,Entire home/apt,169,1,48,2022-05-28,1.60,4,301,30,STR-OPLI-19-001993
36696017,Cozy Seattle Retreat,85888065,Kath & Dave,Ballard,West Woodland,47.663506,-122.361168,Entire home/apt,130,7,23,2022-04-19,0.69,1,190,11,STR-OPLI-19-001374
38050690,The Shire,139296,Jeffrey,Downtown,First Hill,47.61076,-122.32182,Entire home/apt,485,30,0,,,1,365,0,
36699283,The Residence at 12333,275841828,Yui & Ray,Northgate,Pinehurst,47.71798,-122.31798,Entire home/apt,104,1,73,2022-05-24,2.17,1,3,30,STR-OPLI-19-001878
38077704,Admiral's Nest: Luxury Condo in West Seattle,5101107,Grant,West Seattle,North Admiral,47.57267,-122.38714,Entire home/apt,98,30,5,2021-07-11,0.16,2,150,1,837965
38130168,Modern Condo in the Heart of Seattle,4313679,Kaili,Capitol Hill,Broadway,47.62629,-122.31886,Entire home/apt,125,30,27,2022-01-02,0.84,1,0,4,STR-OPLI-19-000455
36732856,Westlake 3 beds w/ breakfast & walk to waterfront,255399130,Lane & Lloyd,Queen Anne,East Queen Anne,47.63911,-122.34347,Entire home/apt,239,1,120,2022-06-11,3.53,1,250,95,STR-OPLI-21-001239
38130428,New townhouse in vibrant Ballard (Room 1),289634407,Daisy,Ballard,West Woodland,47.6755,-122.36609,Private room,75,2,21,2022-06-14,0.62,2,264,11,STR-OPLI-22-000286
36768888,"Boho Chic Condo w/Balcony, Shared Grills, Hot Tub, Pool - near Pike Place Market",138924514,Vacasa Washington,Downtown,Pike-Market,47.60816811128791,-122.34010889266303,Entire home/apt,249,6,22,2022-05-22,0.64,22,325,16,STR-OPLI-19-003266
36770186,"Condo w/ Great View, Location, & Free Parking",276367369,Chia-Yu,Cascade,South Lake Union,47.61864,-122.34585,Entire home/apt,155,2,115,2022-05-31,3.32,1,82,59,STR-OPLI-19-000679
38154526,Private suite with free parking on Capitol Hill,19409558,Casey,Capitol Hill,Montlake,47.63849,-122.31984,Entire home/apt,151,1,60,2022-06-14,5.59,1,91,60,STR-OPLI-19-001766
38155445,New townhouse in vibrant Ballard (Room 2),289634407,Daisy,Ballard,West Woodland,47.6733,-122.36475,Private room,73,2,1,2019-09-30,0.03,2,277,0,STR-OPLI-22-000286
38189060,"Charming 1BR in South Lake Union, Gym + Rooftop",48005494,Zeus,Cascade,South Lake Union,47.61938,-122.33635,Entire home/apt,188,30,2,2021-10-24,0.10,97,287,1,
38189155,"Nice 1BR in South Lake Union, Gym + Roof Terrace",48005494,Zeus,Downtown,Belltown,47.61801,-122.33629,Entire home/apt,195,30,3,2022-05-01,0.15,97,304,1,
38212434,Wooded Country Setting in the City Limits,244234168,John David,Delridge,Highland Park,47.5280454265849,-122.3411354417812,Entire home/apt,105,1,30,2022-06-13,3.40,1,21,30,STR-OPLI-21-000930
38212923,"Wonderful 1BR in South Lake Union, Gym + Rooftop",48005494,Zeus,Cascade,South Lake Union,47.6198,-122.33719,Entire home/apt,199,30,2,2021-03-31,0.06,97,287,0,
38213130,"Enchanting 1BR in South Lake Union, Gym + Rooftop",48005494,Zeus,Downtown,Belltown,47.61781,-122.33824,Entire home/apt,230,30,0,,,97,324,0,
38213184,"Fantastic 1BR in South Lake Union, Gym + Rooftop",48005494,Zeus,Cascade,South Lake Union,47.6191,-122.33653,Entire home/apt,247,30,1,2021-11-19,0.14,97,338,1,
38213413,"Lovely 1BR in South Lake Union, Gym + Pet-Friendly",48005494,Zeus,Cascade,South Lake Union,47.61859,-122.33622,Entire home/apt,211,30,2,2022-03-10,0.07,97,3,1,
38213467,"Modern 1BR in South Lake Union, Gym + Pet-Friendly",48005494,Zeus,Cascade,South Lake Union,47.61981,-122.33764,Entire home/apt,235,30,1,2019-11-09,0.03,97,332,0,
38213516,"Modern 2BR in South Lake Union, Gym + Pet-Friendly",48005494,Zeus,Cascade,South Lake Union,47.61952,-122.33649,Entire home/apt,340,30,1,2020-07-31,0.04,97,0,0,
36773048,The Admiral Nest Romantic West Seattle View Suite,52599704,Jesse & Maren,West Seattle,North Admiral,47.57999,-122.37667,Entire home/apt,164,1,132,2022-05-29,3.86,1,330,61,STR-OPLI-19-002995
38214176,"Beautiful 1BR in Seattle, Gym + Pet-Friendly",48005494,Zeus,Cascade,South Lake Union,47.62589,-122.33109,Entire home/apt,187,30,4,2021-04-05,0.13,97,319,0,
36813974,New listing & No cleaning fee! Ballard studio!,2309350,Michelle,Other neighborhoods,North Beach/Blue Ridge,47.69094,-122.39192,Entire home/apt,150,30,48,2021-05-29,1.37,2,305,0,
36844733,Private Garden Oasis Soaking Tub Outdoor Fireplace,22934147,Alice,Ballard,West Woodland,47.66497,-122.36309,Entire home/apt,132,2,84,2022-06-12,3.82,1,262,54,STR-OPLI-20-000766
38218485,"An Urban Retreat-CLEAN, near Downtown, amenities",290356547,Anita,Central Area,Atlantic,47.59268,-122.30055,Entire home/apt,150,30,27,2020-03-02,0.81,1,170,0,STR-OPLI-19001217
36876200,“SEATTLE VIBE”Basement /Cabin Unique Boho Charm,132859604,Katrina,Northgate,Maple Leaf,47.69486,-122.32218,Private room,88,30,2,2019-08-01,0.06,1,319,0,
36878218,Alki Guesthouse,277184119,Brenna & Joe,West Seattle,Alki,47.57634,-122.41512,Entire home/apt,193,2,115,2022-06-11,3.34,1,159,47,STR-OPLI-19-001016
38267428,"Charming 1924 Brick House 3 rms, by airport.",135554033,Eddie And Sherri,Rainier Valley,Dunlap,47.531,-122.27348,Entire home/apt,185,2,17,2022-06-05,0.52,1,0,14,STR-OPLI-20-000220
36884717,Gorgeous Seattle 2 Bedrm Place-Amazing Views,13716757,Tammara,Seward Park,Seward Park,47.55413,-122.2627,Entire home/apt,246,30,9,2022-01-17,0.26,1,71,3,Exempt
38269480,Hilltop Seattle Sanctuary By HomeSlice Stays,242543461,HomeSlice,Central Area,Mann,47.61206,-122.29679,Entire home/apt,314,2,49,2022-05-09,1.63,2,286,21,STR-OPLI-19-002863
38281449,"Chic, Modern 1-bd Belltown Loft - Walk Everywhere!",85724766,Jerry,Downtown,Belltown,47.61506,-122.34684,Entire home/apt,199,30,90,2022-06-05,2.74,1,1,50,STR-OPLI-19-002086
36885171,"Waterfront Views with kayaks, SUPs, electric bikes",8556381,Ginger,Central Area,Leschi,47.59633011922374,-122.28744574411495,Entire home/apt,250,30,0,,,1,102,0,
36886917,Industrial Euro Tiny Home,2127887,Elizabeth,Ballard,Loyal Heights,47.6791,-122.3777,Entire home/apt,115,2,76,2022-06-12,2.18,1,148,45,STR-OPLI-19-002618
38328402,Longfellow Creek,6397518,Sean,Delridge,High Point,47.54646,-122.36559,Entire home/apt,150,2,62,2022-06-11,1.86,1,130,28,STR-OPLI-19-003229
38334917,Designer Urban Retreat w/ Rooftop Deck & Fireplace,28420265,Sherry,Central Area,Atlantic,47.59684,-122.30123,Entire home/apt,502,2,52,2021-10-20,1.60,30,145,23,STR-OPLI-22-000623
36914638,Clean & Bright Urban Studio in Capitol Hill!,277452270,Candice,Capitol Hill,Broadway,47.62577,-122.3172,Entire home/apt,92,2,27,2022-05-22,0.80,1,120,10,STR-OPLI-20-000109
38356001,A Beautiful House Set in a Peaceful City Oasis,16425882,Mary,Other neighborhoods,Greenwood,47.69967,-122.36111,Entire home/apt,175,5,4,2022-04-25,0.56,2,0,4,STR-OPLI-19-001291
36982300,Capital Hill Little Oasis-2,39834464,Vera,Capitol Hill,Broadway,47.61981,-122.31783,Private room,77,30,10,2022-04-30,0.28,58,365,1,STR-OPLI-19-000278
38411759,Queen Anne Guest House in the heart of it all,25150356,Kurt & Anna,Queen Anne,West Queen Anne,47.63686,-122.36,Entire home/apt,119,30,2,2019-10-13,0.06,1,172,0,STR-OPLI-19-001458
37006004,Beacon hill house,278217375,Lifu,Beacon Hill,Mid-Beacon Hill,47.54464,-122.29768,Private room,180,30,0,,,1,0,0,
38453480,Charming Suite in Modern Greenwood Townhouse!,50785402,Anthony,Other neighborhoods,Greenwood,47.69537,-122.34807,Entire home/apt,122,1,89,2022-06-09,2.67,1,354,41,STR-OPLI-19-002572
37018551,Moroccan Vibes in Seattle,5538193,Caleb,Other neighborhoods,Wedgwood,47.69685,-122.29736,Entire home/apt,126,1,30,2022-05-07,0.86,1,0,26,STR-OPLI-21-001295
38455132,3br home in Cap Hill  w/parking+EVcharger,17517740,Baurjan,Capitol Hill,Stevens,47.619,-122.30599,Entire home/apt,333,5,83,2022-06-12,2.59,1,276,54,STR-OPLI-19-001743
37018606,Spacious Studio-94 Walk Score 1 Block to LightRail,7506078,Lisa,Other neighborhoods,Roosevelt,47.67886,-122.31281,Entire home/apt,77,2,110,2022-06-02,3.22,2,155,43,STR-OPLI-19-002859
38458925,Private Room with skyline views & Organic bedding,8522669,Andrew,Other neighborhoods,Fremont,47.65817,-122.34851,Private room,85,30,3,2019-09-29,0.09,1,320,0,
37026452,"Private room + bath & direct entry, deck, garden",2085820,Beverly,Beacon Hill,Mid-Beacon Hill,47.56641,-122.31443,Private room,62,30,16,2022-05-24,0.45,3,118,7,STR-OPLI-19-002419
38464334,Private Creekside Urban Retreat,293265806,Kris,Northgate,Pinehurst,47.7109,-122.31611,Entire home/apt,90,30,13,2022-02-27,0.39,2,256,3,STR-OPLI-19-002653
37060308,Cozy remodeled apt near the UW and Greenlake!,29231103,Jackie,University District,University District,47.66932,-122.31094,Entire home/apt,150,2,28,2022-06-12,1.25,1,101,16,STR-OPLI-20-000302
38487282,Ballard Bound,150996291,Leigh,Ballard,Adams,47.67156,-122.38677,Entire home/apt,125,30,3,2021-09-21,0.09,1,5,1,
38491779,Columbia City in Style,47332984,Keith,Rainier Valley,Columbia City,47.55744,-122.28384,Entire home/apt,176,1,148,2022-06-13,4.41,5,124,69,STR-OPLI-19-002586
38577667,Seattle Bus to Downtown Stay in Beautiful Home,42619492,Kari,Delridge,Riverview,47.55553,-122.35517,Private room,50,30,13,2022-03-31,0.42,5,101,8,STR-OPLI-20-000336
38577704,Cozy and unique craftsman style Ballard loft,235339261,Elizabeth,Ballard,Adams,47.67401,-122.39618,Entire home/apt,92,1,181,2022-06-13,5.44,1,90,95,STR-OPLI-19-001913
37085792,Cozy Matthew's Beach Home in Seattle,56261633,Damian,Lake City,Matthews Beach,47.69842,-122.28522,Entire home/apt,303,3,48,2022-03-23,2.55,1,309,28,STR-OPLI-20-001180
38605259,Phinneywood Hideaway - Zoo meets Lake,19403115,Vince,Other neighborhoods,Phinney Ridge,47.67276,-122.34663,Entire home/apt,164,1,202,2022-06-09,6.10,14,306,86,STR-OPLI-19-002644
37112808,Spacious 4BR⚡️Gym/WiFi/Lightrail⚡️Pet&Kid Friendly!,25961174,Brittany,Northgate,Haller Lake,47.72468,-122.33422,Entire home/apt,286,2,46,2022-05-15,4.27,1,268,46,STR-OPLI-21-000670
38626919,Modern Updated Private Lower Unit Apartment,293265806,Kris,Northgate,Pinehurst,47.71261,-122.31467,Entire home/apt,87,30,8,2021-12-04,0.26,2,72,1,STR-OPLI-19-002653
37125115,Hip Apartment Downtown/First Hill- walk to it all!,147826931,Christopher,Downtown,First Hill,47.61163,-122.33085,Entire home/apt,159,4,89,2022-06-11,3.02,1,243,42,STR-OPLI-19-003485
38642074,Seattle Urban Retreat Near Lightrail,32154881,Angel,Rainier Valley,Columbia City,47.56254,-122.28863,Private room,144,1,10,2021-09-05,0.31,1,24,4,Str-opli-19-001290
37132009,Best value on Cap Hill: Homely apt next to subway,10162393,Ignacio,Capitol Hill,Broadway,47.62515,-122.31734,Entire home/apt,172,4,57,2022-06-12,1.64,1,2,29,STR-OPLI-19-002970
37152857,Urban Retreat on Capitol Hill,153234367,Madison,Capitol Hill,Stevens,47.62161,-122.30992,Entire home/apt,225,30,7,2019-10-20,0.21,1,0,0,19-001166
38645782,Gorgeous Downtown 1-bedroom condo *99 walk score*,295202276,Elliot,Downtown,Belltown,47.61641,-122.34112,Entire home/apt,237,2,114,2022-06-12,3.42,1,307,43,STR-OPLI-19-001028
37177460,North seattle condo with amenities,279760783,Jazzmine,Other neighborhoods,Broadview,47.72415,-122.3558,Entire home/apt,142,1,23,2022-03-28,2.40,1,32,23,STR-OPLI-21-000698
38646737,Craftsman home near Stadiums with stunning views,295252224,Arisa,Beacon Hill,North Beacon Hill,47.58455,-122.3187,Entire home/apt,455,2,28,2022-05-27,0.85,1,225,9,STR-OPLI-19-002403
37183033,1920's Bungalow with Space Needle View,86157147,Lyle,Queen Anne,Lower Queen Anne,47.62577,-122.35614,Entire home/apt,456,3,77,2022-05-30,2.33,19,43,43,STR-OPLI-19-002912
38669233,Private oasis,295439663,Holly,West Seattle,Seaview,47.55014,-122.39444,Entire home/apt,150,30,5,2020-09-25,0.15,1,318,0,STR-OPLI-19-003150
37203570,"Bright townhome near light rail, lake & downtown",9291591,Jenna,Rainier Valley,Mount Baker,47.57465,-122.2938,Entire home/apt,150,3,14,2022-06-04,0.75,1,4,7,STR-OPLI-20-001165
38698070,"Quiet, sunny place close to downtown",48798316,Mariola,Other neighborhoods,Greenwood,47.70014,-122.35168,Entire home/apt,59,30,22,2022-02-10,0.67,1,101,3,STR-OPLI-19-002961
37285625,Vintage Cap Hill Hideaway,280697623,Tiffany,Capitol Hill,Stevens,47.62017,-122.31043,Entire home/apt,98,30,79,2022-05-19,2.46,2,12,27,STR-OPLI-19-001981
38734769,Eco Living with Art Nouveau Style,83441897,Grace,Central Area,Atlantic,47.59451,-122.30125,Entire home/apt,192,1,60,2022-05-28,1.87,1,85,28,STR-OPLI-19-001967
37300439,Modern Executive Suite Near Pike and Waterfront,56784852,William & Jimi,Downtown,Central Business District,47.60683,-122.33862,Entire home/apt,299,1,240,2022-05-31,6.92,4,37,104,STR-OPLI-19-001930
