id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
34505467,Gabbie's Garden Getaway for 1 or 2,27267565,Gabrielle,Other neighborhoods,Phinney Ridge,47.67513,-122.35753,Entire home/apt,269,3,59,2022-06-10,1.62,1,89,25,STR-OPLI-21-000044
35544099,Constantine's Cottage - West Seattle at its Best,267415666,Christopher David,Delridge,South Delridge,47.53295,-122.35659,Entire home/apt,250,30,13,2019-11-29,0.36,1,83,0,837513
34505734,The Copper Corner in Columbia City w/ a Hot Tub!,60645407,Alyssa,Rainier Valley,Columbia City,47.55733,-122.28193,Entire home/apt,250,1,82,2022-06-05,2.26,1,127,34,STR-OPLI-19-001795
35546534,URBAN RETREAT NEAR DOWNTOWN SEATTLE,55584831,Esther,West Seattle,North Admiral,47.57115,-122.37584,Entire home/apt,137,3,55,2022-06-05,1.53,1,35,29,STR-OPLI-19-001558
34512007,1 BR Seattle Luxury Mother-in-Law home w/Lake View,250707031,Dan,Rainier Valley,Mount Baker,47.58926,-122.29008,Entire home/apt,131,10,15,2022-04-30,0.44,2,205,5,STR-OPLI-19-002551
35577491,Enchanting one bedroom in Lower Queen Anne.,86157147,Lyle,Queen Anne,Lower Queen Anne,47.62739,-122.35487,Entire home/apt,110,30,30,2022-04-02,0.83,19,39,2,837670
34533709,"Quiet, clean, and digital.",159900749,Douglas,Delridge,Riverview,47.53925,-122.35573,Private room,60,30,0,,,1,116,0,
35601606,Maple Leaf Room-One of Seattle's best locations,267840066,Mark,Northgate,Maple Leaf,47.6944,-122.32067,Private room,34,30,17,2022-04-24,0.49,1,299,4,
34534774,A brand new house with top of the line amenities-1,185368272,Peyman,Other neighborhoods,Wedgwood,47.69309,-122.30496,Private room,125,20,13,2021-04-23,0.35,3,112,0,STR-OPLI-21-000214
34535666,Striking Studio with Lake Washington Views;,250707031,Dan,Rainier Valley,Mount Baker,47.58815,-122.29156,Entire home/apt,124,6,40,2022-05-29,1.08,2,294,11,STR-OPLI-19-002551
35640939,Lovely Furnished Studio in N. Queen Anne by Zeus,48005494,Zeus,Interbay,Interbay,47.64878,-122.37901,Entire home/apt,127,30,3,2021-11-24,0.10,97,319,1,
35641894,Modern Furnished Studio interbay w/ Lounge,48005494,Zeus,Interbay,Interbay,47.64913,-122.3773,Entire home/apt,126,30,5,2022-04-06,0.16,97,277,2,
35641916,Pet-Friendly Seattle Studio w/ Rooftop Deck,48005494,Zeus,Interbay,Interbay,47.6468,-122.37958,Entire home/apt,153,30,4,2021-10-20,0.14,97,350,2,
35641921,Stylish Studio in Interbay near Salmon Bay by Zeus,48005494,Zeus,Interbay,Interbay,47.64864,-122.3795,Entire home/apt,152,30,1,2022-01-11,0.19,97,355,1,
35641925,Furnished Studio w/ Roof Deck 4mi to Dtwn SEA,48005494,Zeus,Interbay,Interbay,47.64837,-122.37743,Entire home/apt,151,30,7,2021-12-21,0.21,97,349,2,
35641936,Interbay Studio w/ Rooftop Deck + Views by Zeus,48005494,Zeus,Interbay,Interbay,47.647,-122.37909,Entire home/apt,151,30,13,2022-01-22,0.38,97,350,6,
35641942,Contemporary Seattle Studio w/ Secure Access,48005494,Zeus,Interbay,Interbay,47.64752,-122.37762,Entire home/apt,135,30,5,2022-01-05,0.16,97,330,2,
35641946,Upscale Furnished Studio in Interbay by Zeus,48005494,Zeus,Interbay,Interbay,47.64715,-122.3778,Entire home/apt,125,30,4,2022-02-28,0.21,97,313,3,
34550517,Bright Central Home in Seattle,158256672,Sarah,Downtown,Yesler Terrace,47.60207,-122.32214,Private room,108,30,5,2022-03-25,0.14,1,15,1,
34571618,"Hip, Large Apt in the City. Work spaces. Walkable",16708587,Jill,Queen Anne,West Queen Anne,47.63207,-122.36775,Entire home/apt,320,3,50,2022-06-13,1.36,3,122,19,STR-OPLI-19-002872
35641951,Pet-Friendly Studio near Magnolia w/ Roof Lounge,48005494,Zeus,Interbay,Interbay,47.64846,-122.37929,Entire home/apt,152,30,2,2020-04-17,0.06,97,348,0,
35641956,Furnished Studio in Interbay/Seattle w/ Amenities,48005494,Zeus,Interbay,Interbay,47.64915,-122.37898,Entire home/apt,144,30,4,2021-02-13,0.12,97,340,0,
35641961,Sunny Studio in Interbay w/ Rooftop + Pets OK,48005494,Zeus,Interbay,Interbay,47.64909,-122.37765,Entire home/apt,113,30,3,2022-03-15,0.09,97,107,1,
35641964,Furnished Interbay Studio w/ Lounge + Pets OK,48005494,Zeus,Interbay,Interbay,47.64861,-122.37733,Entire home/apt,122,30,7,2022-02-03,0.21,97,290,1,
34575757,Stylish Modern Comfort Oasis in the City,15502197,Kimberley,Central Area,Minor,47.60326,-122.3136,Entire home/apt,200,1,9,2022-03-31,0.26,7,168,3,STR-OPLI-19-001178
35641971,"Beautiful Interbay Studio 4mi to Dtwn SEA, by Zeus",48005494,Zeus,Interbay,Interbay,47.64725,-122.37771,Entire home/apt,123,30,2,2022-06-02,0.88,97,285,2,
35641980,Charming Studio w/ Rooftop Deck & Views by Zeus,48005494,Zeus,Interbay,Interbay,47.64752,-122.37737,Entire home/apt,153,30,2,2020-08-14,0.06,97,359,0,
35641985,"Furnished + Pet-Friendly Studio in Seattle, WA",48005494,Zeus,Interbay,Interbay,47.64731,-122.37725,Entire home/apt,152,30,7,2021-12-10,0.23,97,348,2,
35641988,"Fresh + Furnished Studio .8mi to SPU, by Zeus",48005494,Zeus,Interbay,Interbay,47.64777,-122.37725,Entire home/apt,152,30,6,2022-03-16,0.19,97,353,3,
35641991,Trendy Studio w/ Amenities near Interby Waterways,48005494,Zeus,Interbay,Interbay,47.64873,-122.37738,Entire home/apt,125,30,9,2022-01-31,0.27,97,313,1,
35641994,Pet-Friendly + Furnished Interbay Studio,48005494,Zeus,Interbay,Interbay,47.64766,-122.37927,Entire home/apt,125,30,8,2022-05-10,0.24,97,313,4,
35642001,Sharp & Pet-Friendly Studio in Interbay + Rooftop,48005494,Zeus,Interbay,Interbay,47.64691,-122.37891,Entire home/apt,153,30,5,2022-01-29,0.18,97,364,2,
35642004,Refined Studio w/ Rooftop Deck 4mi to Dtwn by Zeus,48005494,Zeus,Interbay,Interbay,47.64918,-122.37947,Entire home/apt,128,30,8,2022-03-19,0.29,97,276,3,
35642009,Interbay Studio w/ Modern Decor & Rooftop Deck,48005494,Zeus,Interbay,Interbay,47.64912,-122.37869,Entire home/apt,124,30,2,2022-05-21,0.14,97,304,1,
35642015,"Seattle Studio btwn Magnolia & Q. Anne, Pets OK",48005494,Zeus,Interbay,Interbay,47.64902,-122.37799,Entire home/apt,124,30,7,2021-09-30,0.22,97,283,1,
35642020,Furnished Interbay Studio w/Amenities + Roof Views,48005494,Zeus,Interbay,Interbay,47.64768,-122.37744,Entire home/apt,150,30,6,2020-11-30,0.18,97,350,0,
35642035,Bright + Fully Furnished Studio in Interbay,48005494,Zeus,Interbay,Interbay,47.64832,-122.37953,Entire home/apt,122,30,4,2022-03-08,0.22,97,314,2,
35642589,Cozy Studio Apartment in Central District,14906470,Alec,Central Area,Mann,47.60846,-122.29779,Entire home/apt,108,1,84,2022-06-12,2.38,1,2,33,STR-OPLI-19-000661
34623511,"Steps to UW, Top floor clean and breezy (16)",3074414,Melissa,University District,University District,47.65786,-122.31785,Entire home/apt,111,30,11,2022-01-03,0.30,107,155,2,STR-OPLI-20-000157
34624605,1BD in Heart of Capitol Hill,84385984,Ana,Capitol Hill,Broadway,47.61419,-122.31552,Entire home/apt,100,30,0,,,1,34,0,
35718046,"Pike / Pine Urban Oasis, Unit B",260293621,Michael And Elise,Capitol Hill,Broadway,47.61543,-122.31489,Entire home/apt,225,30,23,2022-05-01,0.68,1,146,4,001-0136950
34664482,Modern Eclectic 3 BR Home - Minutes to DT Seattle,33745235,Zia,Lake City,Meadowbrook,47.70175,-122.29217,Entire home/apt,511,2,21,2022-06-12,0.57,1,163,8,STR-OPLI-19-000443
34690515,"A Cozy Light-Filled Retreat in Queen Anne, Seattle",261689152,Kirsty,Queen Anne,East Queen Anne,47.63489,-122.35395,Entire home/apt,110,1,144,2022-05-25,3.87,1,90,68,STR-OPLI-19-000978
34693229,Capitol Hill Ultra Stylish Huge Room: Guest Suite,15502197,Kimberley,Central Area,Minor,47.60499,-122.31384,Private room,125,30,12,2020-03-18,0.32,7,0,0,STR-OPLI-19-001178
35735114,Maple Leaf Launchpad,268799519,Andrew,Northgate,Maple Leaf,47.69671,-122.32771,Entire home/apt,135,3,76,2022-06-06,2.22,1,69,31,STR-OPLI-19-003095
34714794,A house that feels like home : West Seattle,261840044,Robert,Delridge,North Delridge,47.5659,-122.35816,Entire home/apt,175,30,0,,,1,0,0,
35807042,Live Like a Local-Garden Getaway-near Light Rail,8291981,Lynn,Beacon Hill,North Beacon Hill,47.57844,-122.31381,Entire home/apt,112,3,76,2022-06-14,2.23,1,42,31,STR-OPLI-20-001255
34756492,A Cozy Oasis,211011898,Marianne,Queen Anne,North Queen Anne,47.6457,-122.37342,Entire home/apt,125,1,47,2022-06-10,1.35,1,67,29,STR-OPLI-19-003320
34758003,Beautiful modern 3BR/3BA townhome in historic CD,9485643,Adjua,Central Area,Minor,47.60651,-122.30384,Entire home/apt,257,2,57,2022-05-31,1.53,1,146,20,STR-OPLI-20-000190
34779314,EPIC VIEW Mid-Century Modern Queen Anne Sanctuary,75319165,Rachel,Queen Anne,North Queen Anne,47.6488,-122.37159,Entire home/apt,625,5,8,2022-01-02,0.68,1,216,8,STR-OPLI-21-000490
35831247,Country Oasis in North Seattle,41278972,Courtney,Lake City,Cedar Park,47.7334,-122.2907,Entire home/apt,175,2,52,2022-06-08,1.50,1,0,18,STR-OPLI-19-000899
34781110,"Sleek Modern Home w/ Patio, 8 Mi to Dtwn Seattle!",121688409,Evolve,Northgate,Haller Lake,47.72803,-122.33258,Entire home/apt,223,2,15,2022-06-05,0.42,29,339,13,STR-OPLI-19-003072
35843937,"The Lily Suite: better than a hotel, 1/2 the cost",253059,Marie,Central Area,Harrison/Denny-Blaine,47.62311,-122.29327,Entire home/apt,177,2,17,2022-04-10,0.48,6,59,8,STR-OPLI-19-002058
34817437,Bridge View Abode,20959955,Joshua,Other neighborhoods,Fremont,47.66186,-122.35474,Entire home/apt,160,30,0,,,1,299,0,
35870877,Charming West Seattle Hidaway ★ Great Location,80566034,Beata,West Seattle,North Admiral,47.57615,-122.38423,Entire home/apt,210,3,12,2022-06-08,0.39,2,63,3,STR-OPLI-20-000928
35875249,Charming Queen Anne Suite in Unbeatable Location!,12745402,Zack,Queen Anne,East Queen Anne,47.64085,-122.35517,Entire home/apt,182,1,112,2022-06-08,3.10,1,299,41,STR-OPLI-19-003107
34845194,"Explore by the Water at a Cozy, Sunlit Wallingford Studio",262701290,Emmanuel,Other neighborhoods,Wallingford,47.66004,-122.34164,Entire home/apt,250,3,23,2021-08-21,0.62,1,33,2,STR-OPLI-19-000227
34845472,Modern Studio in the Heart of the City Ii,25061321,Alex & Jose,Downtown,Belltown,47.61412,-122.3472,Entire home/apt,188,2,289,2022-06-12,7.77,6,186,97,STR-OPLI-19-000355
34859541,West Seattle Garden Home,3188163,Giovannina,West Seattle,Arbor Heights,47.51227,-122.3852,Entire home/apt,182,30,3,2019-07-21,0.08,1,105,0,
35878305,Pet Friendly 1BR in South Lake Union by Zeus,48005494,Zeus,Cascade,South Lake Union,47.62026,-122.34055,Entire home/apt,211,30,1,2020-12-14,0.05,97,361,0,
35879017,Cozy Garden Suite 2 blocks from light rail,269869520,Kim,Rainier Valley,Columbia City,47.55811,-122.28953,Private room,101,2,112,2022-06-05,3.13,1,288,38,STR-OPLI-19-000548
34870723,Frog-belly Green Lake,262897311,Chris,Other neighborhoods,Phinney Ridge,47.68118,-122.34808,Entire home/apt,146,2,8,2022-06-09,2.61,1,107,8,STR-OPLI-22-000081
34879512,"Steps to UW, Quiet Top Wood Floor (17)",3074414,Melissa,University District,University District,47.65929,-122.31605,Entire home/apt,109,30,3,2022-04-27,0.13,107,141,2,
35882466,"Lovely 2BR in Queen Anne, Rooftop + Pet-Friendly",48005494,Zeus,Queen Anne,East Queen Anne,47.63222,-122.35627,Entire home/apt,225,30,4,2022-01-23,0.13,97,312,1,
35915436,"Newly built, Green Lake Cottage & Private Parking",270147913,Cj,Other neighborhoods,Green Lake,47.67061,-122.33851,Entire home/apt,268,2,129,2022-06-13,3.68,1,36,49,STR-OPLI-19-000666
35933365,单房出租,28763024,Yoyo,Beacon Hill,Mid-Beacon Hill,47.54291,-122.29902,Private room,27,30,5,2022-02-20,0.15,6,97,3,
34891924,Backyard Hangout w/ 2 Fire Pits & Onsite Parking *,217792435,Patrick,Beacon Hill,South Beacon Hill,47.527325,-122.286911,Entire home/apt,382,2,43,2022-06-12,1.16,1,137,15,STR-OPLI-19-002381
35937764,westSEAnest,270297986,Alina,West Seattle,Genesee,47.56843,-122.37881,Entire home/apt,99,2,68,2022-06-09,2.17,1,3,28,STR-OPLI-19-002606
34907038,Charming Green Lake Get-away,1526315,Bryan,Other neighborhoods,Green Lake,47.68849,-122.3409,Entire home/apt,180,1,27,2022-06-13,1.13,1,1,24,STR-OPLI-19-001650
34912079,PRIVATE COTTAGE/ QUEEN ANNE /SEATTLE /PETS OK,173100599,Don,Queen Anne,West Queen Anne,47.63808,-122.36023,Entire home/apt,109,30,23,2022-05-15,0.64,5,258,5,
35941342,Convenient private studio in the heart of Fremont,52577854,Lawrence,Other neighborhoods,Fremont,47.65456,-122.35986,Entire home/apt,88,3,73,2022-06-05,2.41,2,2,46,STR-OPLI-19-001363
34912429,LUX Modern private room SLU,51816582,Fei,Queen Anne,East Queen Anne,47.63894,-122.34495,Private room,111,2,50,2022-05-27,2.10,1,27,31,STR-OPLI-20-000274
35942460,#Boeingbunker: 15 min to Airport ✈️+ Free Parking 🚗,40306585,Dave And Martha,Delridge,Highland Park,47.53043,-122.34838,Entire home/apt,112,1,163,2022-06-06,4.53,2,196,58,STR-OPLI-19-000594
35998945,Luxury Furnished House Madison Park,270823232,Angela,Central Area,Harrison/Denny-Blaine,47.62229,-122.29084,Entire home/apt,595,30,2,2021-10-09,0.18,1,273,2,STR-OPLI-20-001054
34924092,"5 bed 2 bath house, Volunteer Park  Capitol Hill",67763902,Bruce,Capitol Hill,Stevens,47.62893,-122.30971,Entire home/apt,750,3,47,2022-06-14,1.35,1,58,25,STR-OPLI-19-002703
34941478,Bright 2BR Guest Suite in a Quiet Location!,27712111,Laura & Josh,Other neighborhoods,Wedgwood,47.69039,-122.30227,Entire home/apt,234,1,99,2022-05-22,2.69,1,199,29,STR-OPLI-19-003054
36033478,Seattle Vacation Home: Impeccably finished 2 bedroom/2 bathrooms with parking,54812088,Lynne,Capitol Hill,Stevens,47.61976,-122.30253,Entire home/apt,255,30,77,2022-05-28,2.24,44,157,59,STR-OPLI-19-002935
36035418,Northwest Cottage,271101203,Alisha,Northgate,Haller Lake,47.71776,-122.33246,Entire home/apt,67,30,35,2022-05-31,1.04,1,0,4,STR-OPLI-20-000857
36037114,"Modern, Private Studio - 3 Blocks to Light Rail",78747231,Ian,Rainier Valley,Brighton,47.53754,-122.2767,Entire home/apt,75,1,304,2022-05-30,8.43,1,244,106,str-opli-19-000547
34950265,Room 1 - Warm and Quite Single Bedroom Beacon Hill,263359462,Mike,Beacon Hill,Holly Park,47.54163,-122.28769,Private room,74,1,32,2022-06-05,0.88,4,134,29,STR-OPLI-19-001533
34950524,Room 2 - Warm and Quiet Single Bedroom Beacon Hill,263359462,Mike,Beacon Hill,Holly Park,47.54011,-122.28703,Private room,70,1,39,2022-04-22,1.13,4,116,29,STR-OPLI-19-001533
34976195,인실을위 Formerly known as Prince (Fremont) (COH) room,85076667,Sabrina & Perry,Other neighborhoods,Wallingford,47.66058,-122.34172,Private room,89,30,12,2021-09-18,0.32,7,305,1,
36073318,Private Urban Suite with Vaulted Ceilings,5644416,Courtney,Queen Anne,West Queen Anne,47.63704,-122.37145,Entire home/apt,199,2,132,2022-05-30,3.72,2,101,54,STR-OPLI-19-003401
34976744,New modern townhome w/ rooftop deck & view of the Seattle skyline!,212826084,Vacasa Washington,Other neighborhoods,Fremont,47.66085,-122.34491,Entire home/apt,317,30,17,2021-12-30,0.47,2,365,3,STR-OPLI-19-003341
36075411,"Chic, upper-level home w/ a great deck - walk to Golden Gardens Park!",112448661,Vacasa Seattle,Ballard,Sunset Hill,47.68998,-122.39726,Entire home/apt,176,30,0,,,5,365,0,STR-OPLI-19-003385
36107139,New 2-bed/1.5bath private apt. Close to Downtown!,271110898,Binh,Central Area,Atlantic,47.5846,-122.301,Entire home/apt,126,1,242,2022-06-12,6.82,2,23,95,STR-OPLI-19-001124
34977600,Retro meets Modern-Walkable & Mins to Attractions,19403115,Vince,Queen Anne,West Queen Anne,47.6386,-122.3679,Entire home/apt,162,30,135,2021-12-09,3.63,14,0,32,STR-BB-OPLI-19-000006
34978518,Private cabin feel in the midst of Seattle,263536057,Nate,Queen Anne,West Queen Anne,47.62807,-122.36949,Entire home/apt,273,1,117,2022-06-11,3.19,1,294,52,STR-OPLI-22-000378
34980478,Room 3 - Warm and Quiet Single Bedroom Beacon Hill,263359462,Mike,Beacon Hill,Holly Park,47.54018,-122.28768,Private room,72,1,43,2022-05-17,1.18,4,149,29,STR-OPLI-19-001533
34981119,Room 4 - Warm and Quiet Single Bedroom Beacon Hill,263359462,Mike,Beacon Hill,Holly Park,47.54202,-122.28583,Private room,81,1,24,2022-05-15,0.65,4,134,14,STR-OPLI-19-001533
34982508,Beyoncé  D. Va room 인실을위 (COH) in famous Fremont,85076667,Sabrina & Perry,Other neighborhoods,Wallingford,47.66043,-122.34157,Private room,89,30,24,2022-05-14,0.64,7,307,4,
36109021,"The Maxwell Hotel, Aria King",270104354,The Maxwell Hotel,Queen Anne,Lower Queen Anne,47.62567,-122.35077,Private room,112,1,149,2022-05-24,4.82,7,245,49,Exempt
34983149,Central district charmer with parking spot.,68756306,Justin,Central Area,Mann,47.60723,-122.29755,Entire home/apt,125,2,233,2022-06-02,6.31,2,155,81,STR-OPLI-19-002652
36109243,"The Maxwell Hotel, Aria King Mobility Accessible",270104354,The Maxwell Hotel,Queen Anne,Lower Queen Anne,47.62566,-122.35085,Private room,112,1,42,2022-05-28,1.39,7,225,4,Exempt
36109379,"The Maxwell Hotel, Divas Dressing Room",270104354,The Maxwell Hotel,Queen Anne,Lower Queen Anne,47.62566,-122.35085,Private room,176,1,1,2021-04-24,0.07,7,188,0,Exempt
36111633,"The Maxwell Hotel, Duet Queen",270104354,The Maxwell Hotel,Queen Anne,Lower Queen Anne,47.62566,-122.35085,Private room,116,1,41,2022-06-02,1.30,7,349,19,Exempt
36111689,"The Maxwell Hotel, Duet Queen Mobility Accessible",270104354,The Maxwell Hotel,Queen Anne,Lower Queen Anne,47.62566,-122.35085,Private room,116,1,7,2022-03-11,0.26,7,223,2,Exempt
36111813,"The Maxwell Hotel, Maestro Suite",270104354,The Maxwell Hotel,Queen Anne,Lower Queen Anne,47.62566,-122.35085,Private room,192,1,1,2021-03-22,0.07,7,271,0,Exempt
36111871,"The Maxwell Hotel, Prima Donna Suite",270104354,The Maxwell Hotel,Queen Anne,Lower Queen Anne,47.62566,-122.35085,Private room,176,1,4,2022-06-07,0.19,7,207,2,Exempt
36114524,Comfy Bungalow near Lake Washington & LightRail,22990999,Rebecca,Rainier Valley,Mount Baker,47.5793,-122.29377,Entire home/apt,123,2,71,2022-05-27,2.12,1,251,26,STR-OPLI-21-000173
35002263,Peaceful Cozy Room Near Park & Ballard Locks,20822998,Karen,Magnolia,Lawton Park,47.65430751383841,-122.39765782349018,Private room,68,3,114,2022-06-13,3.34,1,35,30,STR-OPLI-19-001457
36119692,The Heart Of Capitol Hill,271704137,Ante,Downtown,First Hill,47.6133,-122.326,Entire home/apt,90,30,45,2020-02-29,1.25,2,0,0,Exempt
35007118,Luxury Carriage House with Sound and Mountain View,20272449,Amanda,West Seattle,Arbor Heights,47.50869,-122.38633,Entire home/apt,149,30,14,2020-11-01,0.42,1,350,0,STR-OPLI-19-002972
36135642,Modern & Quiet Queen Anne Apt - Desk and Fast Wifi,4856099,Melissa,Queen Anne,North Queen Anne,47.64313,-122.36934,Entire home/apt,179,2,48,2022-05-22,1.34,2,26,11,STR-OPLI-19-000678
36185059,Boutique Chic Garden Retreat a Fremont Oasis,204028931,Alycia,Other neighborhoods,Fremont,47.65974,-122.36433,Entire home/apt,225,1,45,2022-02-27,1.38,1,263,19,STR-OPLI-19-000230
35042947,Private Suite in a Modern Townhome,51073671,Sonia,Delridge,North Delridge,47.55655,-122.36196,Private room,74,30,108,2022-04-25,2.92,1,55,49,STR-OPLI-21-000167
36201051,"Hotel Five, Urban King",270113921,Hotel Five,Downtown,Belltown,47.61558,-122.34177,Private room,140,1,4,2022-05-15,0.19,5,347,2,Exempt
35063529,Uptown Nook,19021868,Mark,Queen Anne,Lower Queen Anne,47.62522,-122.35461,Entire home/apt,195,30,5,2021-10-04,0.13,1,119,2,
35125287,Private room blocks from Othello Light Rail Train.,145720154,Chima,Rainier Valley,Brighton,47.53958,-122.27657,Private room,75,1,1,2020-03-13,0.04,11,0,0,STR-OPLI-19-003006
36201350,"Hotel Five, Urban Queen",270113921,Hotel Five,Downtown,Belltown,47.61558,-122.34177,Private room,108,1,184,2022-06-06,6.48,5,283,78,Exempt
36201648,"Hotel Five, Urban Queen Mobility Accessible",270113921,Hotel Five,Downtown,Belltown,47.61558,-122.34177,Private room,108,1,25,2021-05-12,0.86,5,322,0,Exempt
36201756,"Hotel Five, Urban Suite",270113921,Hotel Five,Downtown,Belltown,47.61558,-122.34177,Private room,156,1,7,2021-05-27,0.29,5,250,0,Exempt
36201910,"Hotel Five, Urban Two Queen",270113921,Hotel Five,Downtown,Belltown,47.61558,-122.34177,Private room,116,1,63,2022-06-05,2.07,5,246,32,Exempt
36202177,"University Inn, Deluxe King",270114059,University Inn,University District,University District,47.65813,-122.31738,Private room,136,1,3,2022-05-01,0.13,6,226,1,Exempt
35131800,The Junction Boat House,11886925,Alissa,West Seattle,Fairmount Park,47.5546,-122.38525,Entire home/apt,140,2,42,2022-01-04,1.99,1,40,27,STR-OPLI-20-000964
35162444,Cute shared house w/2Bed rooms  near light rail,862329,Prez & 'Keia,Rainier Valley,Brighton,47.54465,-122.28459,Private room,89,30,1,2019-06-16,0.03,1,342,0,
36210433,Private Bed & Bath near Light-Rail (self check-in),3867738,Willie,Rainier Valley,Brighton,47.53538,-122.27923,Private room,52,30,25,2022-02-22,0.72,1,42,2,19-001052
35162967,Seattle Retreat w/Panoramic Lake and Mt Views,264641633,Mariko,Rainier Valley,Mount Baker,47.58805,-122.28674,Entire home/apt,736,5,46,2022-05-31,1.26,3,78,19,STR-OPLI-19-000339
36212430,Seattle 2 Bedroom Getaway w/Yard - Bus/Walk to all,44975633,Terry,Delridge,South Delridge,47.51946,-122.36184,Entire home/apt,205,1,190,2022-05-24,5.52,3,217,68,STR-OPLI-19-000813
35188070,NEW Spacious Apartment Next to Vibrant Green Lake,25068452,Sharon,Other neighborhoods,Green Lake,47.68518827161657,-122.34015855350157,Entire home/apt,400,4,24,2022-05-31,0.69,1,66,5,STR-OPLI-19-000471
36212774,Sweet West Seattle Guesthouse Walk to all you need,44975633,Terry,Delridge,South Delridge,47.51966,-122.36071,Entire home/apt,103,1,219,2022-05-31,6.32,3,242,82,STR-OPLI-19-000813
36213039,"2 Houses - Walking to Bus, Food, Shops, and Bars!",44975633,Terry,Delridge,South Delridge,47.51945,-122.36111,Entire home/apt,342,1,34,2022-05-29,1.03,3,122,15,STR-OPLI-19-000813
36235581,"University Inn, Deluxe Queen Mobility Acc. w/Tub",270114059,University Inn,University District,University District,47.65813,-122.31738,Private room,112,1,6,2021-08-22,0.25,6,316,1,Exempt
36235813,"University Inn, Deluxe Two Queen",270114059,University Inn,University District,University District,47.65813,-122.31738,Private room,128,1,2,2021-06-05,0.09,6,280,0,Exempt
36235984,"University Inn, Premier King",270114059,University Inn,University District,University District,47.65813,-122.31738,Private room,144,1,5,2021-09-12,0.38,6,281,2,Exempt
36236107,"University Inn, Traditional Queen",270114059,University Inn,University District,University District,47.65813,-122.31738,Private room,112,1,24,2022-04-15,0.82,6,251,11,Exempt
36236176,"University Inn, Traditional Two Queen",270114059,University Inn,University District,University District,47.65813,-122.31738,Private room,120,1,11,2022-04-17,0.40,6,240,6,Exempt
36236883,"Watertown Hotel, Boardroom Suite",270114169,Watertown Hotel,University District,University District,47.65952,-122.31741,Private room,169,1,2,2022-02-27,0.10,7,349,1,Exempt
35189721,Cozy Ballard studio✦ High ceiling+ movie projecter,85739621,Leah,Ballard,Loyal Heights,47.68365,-122.37708,Entire home/apt,126,2,80,2022-06-10,6.88,1,42,80,STR-OPLI-21-000508
35204718,Classic Green Lake Top Floor Apartment,24485668,Eddie,Other neighborhoods,Wallingford,47.66936,-122.32788,Entire home/apt,120,30,64,2022-05-21,1.73,2,5,5,STR-OPLI-19-002499
36237111,"Watertown Hotel, Montlake Junior Suite",270114169,Watertown Hotel,University District,University District,47.65952,-122.31741,Private room,177,1,11,2021-10-08,0.45,7,240,3,Exempt
36237271,"Watertown Hotel, Studio King Mobility Acc w/Tub",270114169,Watertown Hotel,University District,University District,47.65952,-122.31741,Private room,161,1,3,2021-11-28,0.19,7,281,1,Exempt
36237679,"Watertown Hotel, Studio Suite Mobility Acc w/Tub",270114169,Watertown Hotel,University District,University District,47.65952,-122.31741,Private room,129,1,8,2022-04-16,0.32,7,211,2,Exempt
36237869,"Watertown Hotel, Studio Two Queen",270114169,Watertown Hotel,University District,University District,47.65952,-122.31741,Private room,137,1,24,2022-05-29,0.84,7,257,11,Exempt
36238111,"Watertown Hotel, Studio Two Queen Acc w/Tub",270114169,Watertown Hotel,University District,University District,47.65952,-122.31741,Private room,137,1,4,2020-12-20,0.13,7,295,0,Exempt
36245973,Great Location,272628921,Terrence,Downtown,First Hill,47.61338,-122.32194,Entire home/apt,109,30,14,2019-10-28,0.39,1,0,0,
35265089,Private Townhouse w/ Incredible View Near Downtown,123604493,Brian,Queen Anne,East Queen Anne,47.6354,-122.34694,Entire home/apt,213,2,14,2022-06-06,0.45,1,32,8,STR-OPLI-22-000209
35286216,A Lovely Space Above Pike Place,16587333,Rob And Jessica,Downtown,Pike-Market,47.60773,-122.33987,Entire home/apt,385,6,49,2022-05-30,1.39,2,306,22,STR-OPLI-19-000850
37589026,"Spacious, private 1 Bedroom",283980553,Karan,Lake City,Matthews Beach,47.70741,-122.2866,Entire home/apt,66,1,59,2022-06-11,1.74,1,271,35,STR-OPLI-19-001382
36277783,"Perfect condo with shared hot tub and pool, walking score of 99!",112448661,Vacasa Seattle,Downtown,Pike-Market,47.60816,-122.33984,Entire home/apt,166,6,28,2022-05-29,0.83,5,324,17,STR-OPLI-19-003457
37629139,Stylish Modern Farmhouse w/Yard ★ 10 mins from DT,28420265,Sherry,Central Area,Atlantic,47.59434,-122.30543,Entire home/apt,531,3,116,2022-06-12,3.36,30,135,48,STR-OPLI-19-000687
37637187,A-Center of Capital Hill- Sleep 2,39834464,Vera,Capitol Hill,Broadway,47.61932,-122.31986,Private room,78,30,2,2022-01-31,0.07,58,365,1,STR-OPLI-19-000880
37637210,A-Greenlake Garden Unit,39834464,Vera,Other neighborhoods,Green Lake,47.68776,-122.335,Private room,81,30,1,2022-02-06,0.23,58,365,1,STR-OPLI-19-000298
37637220,A-Seattle Urban Village- Guemes-Roof top view deck,39834464,Vera,Cascade,Eastlake,47.64237,-122.32415,Private room,70,30,3,2022-04-03,0.14,58,365,1,STR-OPLI-19-002857
